"pickup_dt","borough","pickups","spd","vsb","temp","dewp","slp","pcp01","pcp06","pcp24","sd","hday"
2015-01-01 05:00:00,"Manhattan",1313,5,10,28,9,1021.8,0,0,0,0,"Y"
2015-01-01 05:00:00,"Queens",241,5,10,28,9,1021.8,0,0,0,0,"Y"
2015-01-01 05:00:00,"Staten Island",3,5,10,28,9,1021.8,0,0,0,0,"Y"
2015-01-01 05:00:00,NA,3,5,10,28,9,1021.8,0,0,0,0,"Y"
2015-01-01 06:00:00,"Bronx",65,10,10,28,8,1020.7,0,0,0,0,"Y"
2015-01-01 06:00:00,"Brooklyn",457,10,10,28,8,1020.7,0,0,0,0,"Y"
2015-01-01 06:00:00,"EWR",0,10,10,28,8,1020.7,0,0,0,0,"Y"
2015-01-01 06:00:00,"Manhattan",672,10,10,28,8,1020.7,0,0,0,0,"Y"
2015-01-01 06:00:00,"Queens",148,10,10,28,8,1020.7,0,0,0,0,"Y"
2015-01-01 06:00:00,"Staten Island",0,10,10,28,8,1020.7,0,0,0,0,"Y"
2015-01-01 07:00:00,"Bronx",25,9,10,28,10,1020.5,0,0,0,0,"Y"
2015-01-01 07:00:00,"Brooklyn",270,9,10,28,10,1020.5,0,0,0,0,"Y"
2015-01-01 07:00:00,"EWR",0,9,10,28,10,1020.5,0,0,0,0,"Y"
2015-01-01 07:00:00,"Manhattan",431,9,10,28,10,1020.5,0,0,0,0,"Y"
2015-01-01 07:00:00,"Queens",95,9,10,28,10,1020.5,0,0,0,0,"Y"
2015-01-01 07:00:00,"Staten Island",0,9,10,28,10,1020.5,0,0,0,0,"Y"
2015-01-01 08:00:00,"Bronx",17,7,10,27,9,1020.5,0,0,0,0,"Y"
2015-01-01 08:00:00,"Brooklyn",165,7,10,27,9,1020.5,0,0,0,0,"Y"
2015-01-01 08:00:00,"EWR",0,7,10,27,9,1020.5,0,0,0,0,"Y"
2015-01-01 08:00:00,"Manhattan",329,7,10,27,9,1020.5,0,0,0,0,"Y"
2015-01-01 08:00:00,"Queens",69,7,10,27,9,1020.5,0,0,0,0,"Y"
2015-01-01 08:00:00,"Staten Island",0,7,10,27,9,1020.5,0,0,0,0,"Y"
2015-01-01 09:00:00,"Bronx",13,3,10,27,7,1020,0,0,0,0,"Y"
2015-01-01 09:00:00,"Brooklyn",149,3,10,27,7,1020,0,0,0,0,"Y"
2015-01-01 09:00:00,"EWR",0,3,10,27,7,1020,0,0,0,0,"Y"
2015-01-01 09:00:00,"Manhattan",319,3,10,27,7,1020,0,0,0,0,"Y"
2015-01-01 09:00:00,"Queens",83,3,10,27,7,1020,0,0,0,0,"Y"
2015-01-01 09:00:00,"Staten Island",1,3,10,27,7,1020,0,0,0,0,"Y"
2015-01-01 10:00:00,"Bronx",14,3,10,27,6,1020.2,0,0,0,0,"Y"
2015-01-01 10:00:00,"Brooklyn",120,3,10,27,6,1020.2,0,0,0,0,"Y"
2015-01-01 10:00:00,"EWR",0,3,10,27,6,1020.2,0,0,0,0,"Y"
2015-01-01 10:00:00,"Manhattan",420,3,10,27,6,1020.2,0,0,0,0,"Y"
2015-01-01 10:00:00,"Queens",98,3,10,27,6,1020.2,0,0,0,0,"Y"
2015-01-01 10:00:00,"Staten Island",1,3,10,27,6,1020.2,0,0,0,0,"Y"
2015-01-01 10:00:00,NA,1,3,10,27,6,1020.2,0,0,0,0,"Y"
2015-01-01 11:00:00,"Bronx",14,3,10,27,7,1020.9,0,0,0,0,"Y"
2015-01-01 11:00:00,"Brooklyn",180,3,10,27,7,1020.9,0,0,0,0,"Y"
2015-01-01 11:00:00,"EWR",0,3,10,27,7,1020.9,0,0,0,0,"Y"
2015-01-01 11:00:00,"Manhattan",586,3,10,27,7,1020.9,0,0,0,0,"Y"
2015-01-01 11:00:00,"Queens",122,3,10,27,7,1020.9,0,0,0,0,"Y"
2015-01-01 11:00:00,"Staten Island",1,3,10,27,7,1020.9,0,0,0,0,"Y"
2015-01-01 12:00:00,"Bronx",12,3,10,27,7,1020.9,0,0,0,0,"Y"
2015-01-01 12:00:00,"Brooklyn",220,3,10,27,7,1020.9,0,0,0,0,"Y"
2015-01-01 12:00:00,"EWR",0,3,10,27,7,1020.9,0,0,0,0,"Y"
2015-01-01 12:00:00,"Manhattan",770,3,10,27,7,1020.9,0,0,0,0,"Y"
2015-01-01 12:00:00,"Queens",141,3,10,27,7,1020.9,0,0,0,0,"Y"
2015-01-01 12:00:00,"Staten Island",3,3,10,27,7,1020.9,0,0,0,0,"Y"
2015-01-01 12:00:00,NA,1,3,10,27,7,1020.9,0,0,0,0,"Y"
2015-01-01 13:00:00,"Bronx",18,7,10,27,7,1021.2,0,0,0,0,"Y"
2015-01-01 13:00:00,"Brooklyn",253,7,10,27,7,1021.2,0,0,0,0,"Y"
2015-01-01 13:00:00,"EWR",0,7,10,27,7,1021.2,0,0,0,0,"Y"
2015-01-01 13:00:00,"Manhattan",931,7,10,27,7,1021.2,0,0,0,0,"Y"
2015-01-01 13:00:00,"Queens",154,7,10,27,7,1021.2,0,0,0,0,"Y"
2015-01-01 13:00:00,"Staten Island",3,7,10,27,7,1021.2,0,0,0,0,"Y"
2015-01-01 13:00:00,NA,2,7,10,27,7,1021.2,0,0,0,0,"Y"
2015-01-01 14:00:00,"Bronx",23,0,10,28,6,1021.4,0,0,0,0,"Y"
2015-01-01 14:00:00,"Brooklyn",337,0,10,28,6,1021.4,0,0,0,0,"Y"
2015-01-01 14:00:00,"EWR",0,0,10,28,6,1021.4,0,0,0,0,"Y"
2015-01-01 14:00:00,"Manhattan",1012,0,10,28,6,1021.4,0,0,0,0,"Y"
2015-01-01 14:00:00,"Queens",203,0,10,28,6,1021.4,0,0,0,0,"Y"
2015-01-01 14:00:00,"Staten Island",1,0,10,28,6,1021.4,0,0,0,0,"Y"
2015-01-01 14:00:00,NA,2,0,10,28,6,1021.4,0,0,0,0,"Y"
2015-01-01 15:00:00,"Bronx",21,6,10,30,6,1021.9,0,0,0,0,"Y"
2015-01-01 15:00:00,"Brooklyn",371,6,10,30,6,1021.9,0,0,0,0,"Y"
2015-01-01 15:00:00,"EWR",0,6,10,30,6,1021.9,0,0,0,0,"Y"
2015-01-01 15:00:00,"Manhattan",1143,6,10,30,6,1021.9,0,0,0,0,"Y"
2015-01-01 15:00:00,"Queens",219,6,10,30,6,1021.9,0,0,0,0,"Y"
2015-01-01 15:00:00,"Staten Island",4,6,10,30,6,1021.9,0,0,0,0,"Y"
2015-01-01 15:00:00,NA,2,6,10,30,6,1021.9,0,0,0,0,"Y"
2015-01-01 16:00:00,"Bronx",19,3,10,31,6,1020.7,0,0,0,0,"Y"
2015-01-01 16:00:00,"Brooklyn",418,3,10,31,6,1020.7,0,0,0,0,"Y"
2015-01-01 16:00:00,"EWR",1,3,10,31,6,1020.7,0,0,0,0,"Y"
2015-01-01 16:00:00,"Manhattan",1317,3,10,31,6,1020.7,0,0,0,0,"Y"
2015-01-01 16:00:00,"Queens",247,3,10,31,6,1020.7,0,0,0,0,"Y"
2015-01-01 16:00:00,"Staten Island",1,3,10,31,6,1020.7,0,0,0,0,"Y"
2015-01-01 17:00:00,"Bronx",39,11,10,33,7,1019.1,0,0,0,0,"Y"
2015-01-01 17:00:00,"Brooklyn",444,11,10,33,7,1019.1,0,0,0,0,"Y"
2015-01-01 17:00:00,"EWR",0,11,10,33,7,1019.1,0,0,0,0,"Y"
2015-01-01 17:00:00,"Manhattan",1582,11,10,33,7,1019.1,0,0,0,0,"Y"
2015-01-01 17:00:00,"Queens",238,11,10,33,7,1019.1,0,0,0,0,"Y"
2015-01-01 17:00:00,"Staten Island",1,11,10,33,7,1019.1,0,0,0,0,"Y"
2015-01-01 17:00:00,NA,2,11,10,33,7,1019.1,0,0,0,0,"Y"
2015-01-01 18:00:00,"Bronx",28,10,10,35,7,1017.3,0,0,0,0,"Y"
2015-01-01 18:00:00,"Brooklyn",456,10,10,35,7,1017.3,0,0,0,0,"Y"
2015-01-01 18:00:00,"EWR",0,10,10,35,7,1017.3,0,0,0,0,"Y"
2015-01-01 18:00:00,"Manhattan",1485,10,10,35,7,1017.3,0,0,0,0,"Y"
2015-01-01 18:00:00,"Queens",257,10,10,35,7,1017.3,0,0,0,0,"Y"
2015-01-01 18:00:00,"Staten Island",0,10,10,35,7,1017.3,0,0,0,0,"Y"
2015-01-01 19:00:00,"Bronx",26,7,10,37,7,1016.2,0,0,0,0,"Y"
2015-01-01 19:00:00,"Brooklyn",463,7,10,37,7,1016.2,0,0,0,0,"Y"
2015-01-01 19:00:00,"EWR",0,7,10,37,7,1016.2,0,0,0,0,"Y"
2015-01-01 19:00:00,"Manhattan",1520,7,10,37,7,1016.2,0,0,0,0,"Y"
2015-01-01 19:00:00,"Queens",238,7,10,37,7,1016.2,0,0,0,0,"Y"
2015-01-01 19:00:00,"Staten Island",1,7,10,37,7,1016.2,0,0,0,0,"Y"
2015-01-01 19:00:00,NA,1,7,10,37,7,1016.2,0,0,0,0,"Y"
2015-01-01 20:00:00,"Bronx",33,9,10,38,8,1015.8,0,0,0,0,"Y"
2015-01-01 20:00:00,"Brooklyn",419,9,10,38,8,1015.8,0,0,0,0,"Y"
2015-01-01 20:00:00,"EWR",0,9,10,38,8,1015.8,0,0,0,0,"Y"
2015-01-01 20:00:00,"Manhattan",1444,9,10,38,8,1015.8,0,0,0,0,"Y"
2015-01-01 20:00:00,"Queens",250,9,10,38,8,1015.8,0,0,0,0,"Y"
2015-01-01 20:00:00,"Staten Island",0,9,10,38,8,1015.8,0,0,0,0,"Y"
2015-01-01 20:00:00,NA,1,9,10,38,8,1015.8,0,0,0,0,"Y"
2015-01-01 21:00:00,"Bronx",30,8,10,39,10,1015.2,0,0,0,0,"Y"
2015-01-01 21:00:00,"Brooklyn",439,8,10,39,10,1015.2,0,0,0,0,"Y"
2015-01-01 21:00:00,"EWR",0,8,10,39,10,1015.2,0,0,0,0,"Y"
2015-01-01 21:00:00,"Manhattan",1235,8,10,39,10,1015.2,0,0,0,0,"Y"
2015-01-01 21:00:00,"Queens",260,8,10,39,10,1015.2,0,0,0,0,"Y"
2015-01-01 21:00:00,"Staten Island",1,8,10,39,10,1015.2,0,0,0,0,"Y"
2015-01-01 21:00:00,NA,1,8,10,39,10,1015.2,0,0,0,0,"Y"
2015-01-01 22:00:00,"Bronx",32,11,10,39,11,1015.1,0,0,0,0,"Y"
2015-01-01 22:00:00,"Brooklyn",446,11,10,39,11,1015.1,0,0,0,0,"Y"
2015-01-01 22:00:00,"EWR",0,11,10,39,11,1015.1,0,0,0,0,"Y"
2015-01-01 22:00:00,"Manhattan",1153,11,10,39,11,1015.1,0,0,0,0,"Y"
2015-01-01 22:00:00,"Queens",267,11,10,39,11,1015.1,0,0,0,0,"Y"
2015-01-01 22:00:00,"Staten Island",1,11,10,39,11,1015.1,0,0,0,0,"Y"
2015-01-01 22:00:00,NA,2,11,10,39,11,1015.1,0,0,0,0,"Y"
2015-01-01 23:00:00,"Bronx",27,7,10,39,13,1015.1,0,0,0,0,"Y"
2015-01-01 23:00:00,"Brooklyn",423,7,10,39,13,1015.1,0,0,0,0,"Y"
2015-01-01 23:00:00,"EWR",0,7,10,39,13,1015.1,0,0,0,0,"Y"
2015-01-01 23:00:00,"Manhattan",1025,7,10,39,13,1015.1,0,0,0,0,"Y"
2015-01-01 23:00:00,"Queens",258,7,10,39,13,1015.1,0,0,0,0,"Y"
2015-01-01 23:00:00,"Staten Island",1,7,10,39,13,1015.1,0,0,0,0,"Y"
2015-01-02 00:00:00,"Bronx",24,0,10,39,13,1015.3,0,0,0,0,"N"
2015-01-02 00:00:00,"Brooklyn",331,0,10,39,13,1015.3,0,0,0,0,"N"
2015-01-02 00:00:00,"EWR",0,0,10,39,13,1015.3,0,0,0,0,"N"
2015-01-02 00:00:00,"Manhattan",808,0,10,39,13,1015.3,0,0,0,0,"N"
2015-01-02 00:00:00,"Queens",220,0,10,39,13,1015.3,0,0,0,0,"N"
2015-01-02 00:00:00,"Staten Island",1,0,10,39,13,1015.3,0,0,0,0,"N"
2015-01-02 01:00:00,"Bronx",19,7,10,38,15,1015.4,0,0,0,0,"N"
2015-01-02 01:00:00,"Brooklyn",279,7,10,38,15,1015.4,0,0,0,0,"N"
2015-01-02 01:00:00,"EWR",0,7,10,38,15,1015.4,0,0,0,0,"N"
2015-01-02 01:00:00,"Manhattan",666,7,10,38,15,1015.4,0,0,0,0,"N"
2015-01-02 01:00:00,"Queens",107,7,10,38,15,1015.4,0,0,0,0,"N"
2015-01-02 01:00:00,"Staten Island",0,7,10,38,15,1015.4,0,0,0,0,"N"
2015-01-02 02:00:00,"Bronx",16,9,10,38,16,1015.2,0,0,0,0,"N"
2015-01-02 02:00:00,"Brooklyn",154,9,10,38,16,1015.2,0,0,0,0,"N"
2015-01-02 02:00:00,"EWR",0,9,10,38,16,1015.2,0,0,0,0,"N"
2015-01-02 02:00:00,"Manhattan",330,9,10,38,16,1015.2,0,0,0,0,"N"
2015-01-02 02:00:00,"Queens",50,9,10,38,16,1015.2,0,0,0,0,"N"
2015-01-02 02:00:00,"Staten Island",0,9,10,38,16,1015.2,0,0,0,0,"N"
2015-01-02 03:00:00,"Bronx",7,8,10,38,16,1015.5,0,0,0,0,"N"
2015-01-02 03:00:00,"Brooklyn",110,8,10,38,16,1015.5,0,0,0,0,"N"
2015-01-02 03:00:00,"EWR",0,8,10,38,16,1015.5,0,0,0,0,"N"
2015-01-02 03:00:00,"Manhattan",240,8,10,38,16,1015.5,0,0,0,0,"N"
2015-01-02 03:00:00,"Queens",31,8,10,38,16,1015.5,0,0,0,0,"N"
2015-01-02 03:00:00,"Staten Island",0,8,10,38,16,1015.5,0,0,0,0,"N"
2015-01-02 03:00:00,NA,1,8,10,38,16,1015.5,0,0,0,0,"N"
2015-01-02 04:00:00,"Bronx",10,10,10,38,17,1016.4,0,0,0,0,"N"
2015-01-02 04:00:00,"Brooklyn",109,10,10,38,17,1016.4,0,0,0,0,"N"
2015-01-02 04:00:00,"EWR",0,10,10,38,17,1016.4,0,0,0,0,"N"
2015-01-02 04:00:00,"Manhattan",241,10,10,38,17,1016.4,0,0,0,0,"N"
2015-01-02 04:00:00,"Queens",35,10,10,38,17,1016.4,0,0,0,0,"N"
2015-01-02 04:00:00,"Staten Island",0,10,10,38,17,1016.4,0,0,0,0,"N"
2015-01-02 04:00:00,NA,1,10,10,38,17,1016.4,0,0,0,0,"N"
2015-01-02 05:00:00,"Bronx",9,10,10,37,17,1016.4,0,0,0,0,"N"
2015-01-02 05:00:00,"Brooklyn",88,10,10,37,17,1016.4,0,0,0,0,"N"
2015-01-02 05:00:00,"EWR",0,10,10,37,17,1016.4,0,0,0,0,"N"
2015-01-02 05:00:00,"Manhattan",268,10,10,37,17,1016.4,0,0,0,0,"N"
2015-01-02 05:00:00,"Queens",49,10,10,37,17,1016.4,0,0,0,0,"N"
2015-01-02 05:00:00,"Staten Island",0,10,10,37,17,1016.4,0,0,0,0,"N"
2015-01-02 06:00:00,"Bronx",7,8,10,38,15,1016.2,0,0,0,0,"N"
2015-01-02 06:00:00,"Brooklyn",118,8,10,38,15,1016.2,0,0,0,0,"N"
2015-01-02 06:00:00,"EWR",0,8,10,38,15,1016.2,0,0,0,0,"N"
2015-01-02 06:00:00,"Manhattan",362,8,10,38,15,1016.2,0,0,0,0,"N"
2015-01-02 06:00:00,"Queens",86,8,10,38,15,1016.2,0,0,0,0,"N"
2015-01-02 06:00:00,"Staten Island",0,8,10,38,15,1016.2,0,0,0,0,"N"
2015-01-02 07:00:00,"Bronx",15,8,10,37,16,1016.8,0,0,0,0,"N"
2015-01-02 07:00:00,"Brooklyn",148,8,10,37,16,1016.8,0,0,0,0,"N"
2015-01-02 07:00:00,"EWR",0,8,10,37,16,1016.8,0,0,0,0,"N"
2015-01-02 07:00:00,"Manhattan",430,8,10,37,16,1016.8,0,0,0,0,"N"
2015-01-02 07:00:00,"Queens",97,8,10,37,16,1016.8,0,0,0,0,"N"
2015-01-02 07:00:00,"Staten Island",2,8,10,37,16,1016.8,0,0,0,0,"N"
2015-01-02 08:00:00,"Bronx",11,7,10,37,16,1017.6,0,0,0,0,"N"
2015-01-02 08:00:00,"Brooklyn",215,7,10,37,16,1017.6,0,0,0,0,"N"
2015-01-02 08:00:00,"EWR",0,7,10,37,16,1017.6,0,0,0,0,"N"
2015-01-02 08:00:00,"Manhattan",589,7,10,37,16,1017.6,0,0,0,0,"N"
2015-01-02 08:00:00,"Queens",128,7,10,37,16,1017.6,0,0,0,0,"N"
2015-01-02 08:00:00,"Staten Island",1,7,10,37,16,1017.6,0,0,0,0,"N"
2015-01-02 08:00:00,NA,1,7,10,37,16,1017.6,0,0,0,0,"N"
2015-01-02 09:00:00,"Bronx",10,5,10,37,15,1017.7,0,0,0,0,"N"
2015-01-02 09:00:00,"Brooklyn",289,5,10,37,15,1017.7,0,0,0,0,"N"
2015-01-02 09:00:00,"EWR",0,5,10,37,15,1017.7,0,0,0,0,"N"
2015-01-02 09:00:00,"Manhattan",843,5,10,37,15,1017.7,0,0,0,0,"N"
2015-01-02 09:00:00,"Queens",141,5,10,37,15,1017.7,0,0,0,0,"N"
2015-01-02 09:00:00,"Staten Island",0,5,10,37,15,1017.7,0,0,0,0,"N"
2015-01-02 10:00:00,"Bronx",21,3,10,36,16,1018,0,0,0,0,"N"
2015-01-02 10:00:00,"Brooklyn",308,3,10,36,16,1018,0,0,0,0,"N"
2015-01-02 10:00:00,"EWR",0,3,10,36,16,1018,0,0,0,0,"N"
2015-01-02 10:00:00,"Manhattan",893,3,10,36,16,1018,0,0,0,0,"N"
2015-01-02 10:00:00,"Queens",165,3,10,36,16,1018,0,0,0,0,"N"
2015-01-02 10:00:00,"Staten Island",0,3,10,36,16,1018,0,0,0,0,"N"
2015-01-02 10:00:00,NA,1,3,10,36,16,1018,0,0,0,0,"N"
2015-01-02 11:00:00,"Bronx",21,8,10,36,16,1019.6,0,0,0,0,"N"
2015-01-02 11:00:00,"Brooklyn",294,8,10,36,16,1019.6,0,0,0,0,"N"
2015-01-02 11:00:00,"EWR",0,8,10,36,16,1019.6,0,0,0,0,"N"
2015-01-02 11:00:00,"Manhattan",1002,8,10,36,16,1019.6,0,0,0,0,"N"
2015-01-02 11:00:00,"Queens",150,8,10,36,16,1019.6,0,0,0,0,"N"
2015-01-02 11:00:00,"Staten Island",0,8,10,36,16,1019.6,0,0,0,0,"N"
2015-01-02 11:00:00,NA,1,8,10,36,16,1019.6,0,0,0,0,"N"
2015-01-02 12:00:00,"Bronx",26,5,10,36,16,1020.9,0,0,0,0,"N"
2015-01-02 12:00:00,"Brooklyn",324,5,10,36,16,1020.9,0,0,0,0,"N"
2015-01-02 12:00:00,"EWR",0,5,10,36,16,1020.9,0,0,0,0,"N"
2015-01-02 12:00:00,"Manhattan",1219,5,10,36,16,1020.9,0,0,0,0,"N"
2015-01-02 12:00:00,"Queens",169,5,10,36,16,1020.9,0,0,0,0,"N"
2015-01-02 12:00:00,"Staten Island",0,5,10,36,16,1020.9,0,0,0,0,"N"
2015-01-02 13:00:00,"Bronx",30,7,10,36,16,1021.7,0,0,0,0,"N"
2015-01-02 13:00:00,"Brooklyn",333,7,10,36,16,1021.7,0,0,0,0,"N"
2015-01-02 13:00:00,"EWR",0,7,10,36,16,1021.7,0,0,0,0,"N"
2015-01-02 13:00:00,"Manhattan",1292,7,10,36,16,1021.7,0,0,0,0,"N"
2015-01-02 13:00:00,"Queens",156,7,10,36,16,1021.7,0,0,0,0,"N"
2015-01-02 13:00:00,"Staten Island",0,7,10,36,16,1021.7,0,0,0,0,"N"
2015-01-02 13:00:00,NA,1,7,10,36,16,1021.7,0,0,0,0,"N"
2015-01-02 14:00:00,"Bronx",16,6,10,38,16,1022.4,0,0,0,0,"N"
2015-01-02 14:00:00,"Brooklyn",317,6,10,38,16,1022.4,0,0,0,0,"N"
2015-01-02 14:00:00,"EWR",0,6,10,38,16,1022.4,0,0,0,0,"N"
2015-01-02 14:00:00,"Manhattan",1287,6,10,38,16,1022.4,0,0,0,0,"N"
2015-01-02 14:00:00,"Queens",176,6,10,38,16,1022.4,0,0,0,0,"N"
2015-01-02 14:00:00,"Staten Island",0,6,10,38,16,1022.4,0,0,0,0,"N"
2015-01-02 14:00:00,NA,1,6,10,38,16,1022.4,0,0,0,0,"N"
2015-01-02 15:00:00,"Bronx",19,8,10,39,17,1023.3,0,0,0,0,"N"
2015-01-02 15:00:00,"Brooklyn",289,8,10,39,17,1023.3,0,0,0,0,"N"
2015-01-02 15:00:00,"EWR",0,8,10,39,17,1023.3,0,0,0,0,"N"
2015-01-02 15:00:00,"Manhattan",1317,8,10,39,17,1023.3,0,0,0,0,"N"
2015-01-02 15:00:00,"Queens",278,8,10,39,17,1023.3,0,0,0,0,"N"
2015-01-02 15:00:00,"Staten Island",1,8,10,39,17,1023.3,0,0,0,0,"N"
2015-01-02 16:00:00,"Bronx",24,9.5,10,41,17,1023.1,0,0,0,0,"N"
2015-01-02 16:00:00,"Brooklyn",351,9.5,10,41,17,1023.1,0,0,0,0,"N"
2015-01-02 16:00:00,"EWR",0,9.5,10,41,17,1023.1,0,0,0,0,"N"
2015-01-02 16:00:00,"Manhattan",1565,9.5,10,41,17,1023.1,0,0,0,0,"N"
2015-01-02 16:00:00,"Queens",266,9.5,10,41,17,1023.1,0,0,0,0,"N"
2015-01-02 16:00:00,"Staten Island",1,9.5,10,41,17,1023.1,0,0,0,0,"N"
2015-01-02 16:00:00,NA,2,9.5,10,41,17,1023.1,0,0,0,0,"N"
2015-01-02 17:00:00,"Bronx",35,11,10,40,17,1022.7,0,0,0,0,"N"
2015-01-02 17:00:00,"Brooklyn",326,11,10,40,17,1022.7,0,0,0,0,"N"
2015-01-02 17:00:00,"EWR",0,11,10,40,17,1022.7,0,0,0,0,"N"
2015-01-02 17:00:00,"Manhattan",2030,11,10,40,17,1022.7,0,0,0,0,"N"
2015-01-02 17:00:00,"Queens",224,11,10,40,17,1022.7,0,0,0,0,"N"
2015-01-02 17:00:00,"Staten Island",0,11,10,40,17,1022.7,0,0,0,0,"N"
2015-01-02 17:00:00,NA,3,11,10,40,17,1022.7,0,0,0,0,"N"
2015-01-02 18:00:00,"Bronx",29,10,10,41,16,1022.6,0,0,0,0,"N"
2015-01-02 18:00:00,"Brooklyn",422,10,10,41,16,1022.6,0,0,0,0,"N"
2015-01-02 18:00:00,"EWR",0,10,10,41,16,1022.6,0,0,0,0,"N"
2015-01-02 18:00:00,"Manhattan",2081,10,10,41,16,1022.6,0,0,0,0,"N"
2015-01-02 18:00:00,"Queens",246,10,10,41,16,1022.6,0,0,0,0,"N"
2015-01-02 18:00:00,"Staten Island",6,10,10,41,16,1022.6,0,0,0,0,"N"
2015-01-02 18:00:00,NA,2,10,10,41,16,1022.6,0,0,0,0,"N"
2015-01-02 19:00:00,"Bronx",34,9,10,42,16,1022.7,0,0,0,0,"N"
2015-01-02 19:00:00,"Brooklyn",490,9,10,42,16,1022.7,0,0,0,0,"N"
2015-01-02 19:00:00,"EWR",0,9,10,42,16,1022.7,0,0,0,0,"N"
2015-01-02 19:00:00,"Manhattan",2370,9,10,42,16,1022.7,0,0,0,0,"N"
2015-01-02 19:00:00,"Queens",292,9,10,42,16,1022.7,0,0,0,0,"N"
2015-01-02 19:00:00,"Staten Island",0,9,10,42,16,1022.7,0,0,0,0,"N"
2015-01-02 20:00:00,"Bronx",36,8.5,10,42,16,1023.8,0,0,0,0,"N"
2015-01-02 20:00:00,"Brooklyn",497,8.5,10,42,16,1023.8,0,0,0,0,"N"
2015-01-02 20:00:00,"EWR",0,8.5,10,42,16,1023.8,0,0,0,0,"N"
2015-01-02 20:00:00,"Manhattan",2048,8.5,10,42,16,1023.8,0,0,0,0,"N"
2015-01-02 20:00:00,"Queens",311,8.5,10,42,16,1023.8,0,0,0,0,"N"
2015-01-02 20:00:00,"Staten Island",3,8.5,10,42,16,1023.8,0,0,0,0,"N"
2015-01-02 20:00:00,NA,1,8.5,10,42,16,1023.8,0,0,0,0,"N"
2015-01-02 21:00:00,"Bronx",29,8,10,42,15,1024.4,0,0,0,0,"N"
2015-01-02 21:00:00,"Brooklyn",480,8,10,42,15,1024.4,0,0,0,0,"N"
2015-01-02 21:00:00,"EWR",0,8,10,42,15,1024.4,0,0,0,0,"N"
2015-01-02 21:00:00,"Manhattan",1806,8,10,42,15,1024.4,0,0,0,0,"N"
2015-01-02 21:00:00,"Queens",330,8,10,42,15,1024.4,0,0,0,0,"N"
2015-01-02 21:00:00,"Staten Island",3,8,10,42,15,1024.4,0,0,0,0,"N"
2015-01-02 21:00:00,NA,1,8,10,42,15,1024.4,0,0,0,0,"N"
2015-01-02 22:00:00,"Bronx",44,9,10,41,17,1025.1,0,0,0,0,"N"
